Offers_Id,Business_Id,Price,Description,DiscountPercentage,StartDate,EndDate
439,4417365,15,Discount on meals,45,2/18/2023,1/6/2024
440,1027258,11,Buy 1 Get 1,19,11/19/2023,10/23/2024
441,6405799,25,Happy Hour,28,12/16/2023,11/9/2024
442,1207656,123,Buy 1 Get 1,11,5/15/2023,11/24/2024
443,6426625,98,Happy Hour,13,6/21/2023,5/28/2024
444,10209562,60,Happy Hour,14,11/3/2023,12/1/2024
445,4731156,189,Happy Hour,16,9/24/2023,1/24/2024
446,5047430,37,Happy Hour,21,4/24/2023,1/5/2024
447,14154186,95,Happy Hour,44,9/23/2023,11/28/2024
448,10043126,142,Buy 1 Get 1,13,3/29/2023,5/30/2024
449,7028366,106,Buy 1 Get 1,21,12/6/2023,1/3/2024
450,3318709,109,Discount on meals,19,8/14/2023,3/22/2024
451,3613478,32,Discount on meals,49,1/4/2023,2/22/2024
452,6809267,83,Buy 1 Get 1,27,7/21/2023,2/10/2024
453,15071906,120,Happy Hour,35,10/10/2023,8/26/2024
454,1006613,123,Happy Hour,11,3/4/2023,12/11/2024
455,12320354,35,Buy 1 Get 1,27,2/23/2023,10/12/2024
456,2368201,53,Happy Hour,8,6/9/2023,8/4/2024
457,1314945,118,Happy Hour,10,4/12/2023,8/24/2024
458,13410799,187,Happy Hour,48,1/27/2023,4/20/2024
459,2141950,57,Buy 1 Get 1,9,8/4/2023,4/7/2024
460,4256923,68,Special Combo,35,11/16/2023,5/9/2024
461,3248452,63,Discount on meals,9,12/14/2023,1/27/2024
462,4156803,97,Special Combo,44,10/7/2023,7/8/2024
463,850467,69,Special Combo,41,10/2/2023,1/15/2024
464,4967328,136,Special Combo,30,9/17/2023,6/3/2024
465,3781420,85,Happy Hour,26,6/12/2023,12/15/2024
466,3654878,191,Happy Hour,9,6/10/2023,6/15/2024
467,1444705,111,Discount on meals,46,1/25/2023,10/31/2024
468,3605814,77,Special Combo,10,2/12/2023,5/24/2024
469,425728,27,Discount on meals,8,2/5/2023,3/5/2024
470,17782244,76,Special Combo,29,6/6/2023,2/21/2024
471,425492,36,Special Combo,18,5/13/2023,4/4/2024
472,5096525,114,Discount on meals,22,10/8/2023,3/15/2024
473,12342816,39,Discount on meals,39,10/28/2023,3/14/2024
474,10748647,166,Discount on meals,26,4/25/2023,12/28/2024
475,16825706,125,Buy 1 Get 1,19,8/2/2023,3/16/2024
476,1501860,64,Buy 1 Get 1,8,2/13/2023,4/26/2024
477,7617580,174,Special Combo,9,11/2/2023,9/19/2024
478,5497010,170,Special Combo,49,12/1/2023,10/3/2024
479,4279687,46,Discount on meals,30,2/16/2023,1/1/2024
480,4278619,91,Special Combo,44,9/9/2023,9/5/2024
481,4281654,173,Special Combo,39,12/31/2023,2/9/2024
482,457854,82,Buy 1 Get 1,30,9/12/2023,11/14/2024
483,534446,126,Happy Hour,34,9/21/2023,10/21/2024
484,4254817,82,Discount on meals,48,1/26/2023,12/9/2024
485,13476191,179,Discount on meals,19,4/9/2023,11/20/2024
486,6942976,193,Happy Hour,32,3/13/2023,2/7/2024
487,7180903,50,Special Combo,41,8/10/2023,10/14/2024
488,3535861,110,Happy Hour,21,2/1/2023,2/1/2024
489,6627463,43,Buy 1 Get 1,26,2/4/2023,7/10/2024
490,12320354,130,Discount on meals,43,9/16/2023,11/16/2024
491,15101251,73,Buy 1 Get 1,44,12/19/2023,11/18/2024
492,3441799,197,Special Combo,41,3/8/2023,5/11/2024
493,12447759,197,Buy 1 Get 1,42,11/28/2023,11/22/2024
494,4444680,126,Discount on meals,9,8/2/2023,4/20/2024
495,4114103,28,Special Combo,26,8/26/2023,12/8/2024
496,15180300,158,Discount on meals,14,2/8/2023,4/13/2024
497,13008602,132,Discount on meals,39,8/8/2023,2/1/2024
498,8394574,138,Happy Hour,26,9/29/2023,4/9/2024
499,8835897,175,Discount on meals,47,11/19/2023,7/8/2024
500,858108,26,Buy 1 Get 1,19,10/29/2023,10/3/2024
501,781807,53,Buy 1 Get 1,7,12/2/2023,4/1/2024
502,8001308,37,Special Combo,17,8/1/2023,7/21/2024
503,423643,159,Special Combo,9,4/26/2023,5/17/2024
504,16849398,144,Discount on meals,9,1/10/2023,3/15/2024
505,12826836,18,Buy 1 Get 1,21,12/5/2023,12/21/2024
506,459276,147,Buy 1 Get 1,32,11/9/2023,5/7/2024
507,2642485,128,Happy Hour,11,5/16/2023,8/3/2024
508,1182106,26,Special Combo,34,8/21/2023,6/20/2024
509,13138387,88,Happy Hour,13,3/8/2023,12/4/2024
510,3717294,82,Special Combo,23,5/15/2023,9/11/2024
511,4985448,71,Special Combo,39,3/8/2023,4/20/2024
512,10165930,124,Buy 1 Get 1,20,3/16/2023,1/24/2024
513,17851144,84,Happy Hour,10,8/29/2023,8/16/2024
514,13819679,139,Special Combo,6,10/26/2023,12/11/2024
515,13112938,17,Buy 1 Get 1,13,6/8/2023,2/21/2024
516,12854853,166,Discount on meals,36,5/23/2023,9/22/2024
517,4440521,196,Special Combo,13,7/6/2023,4/13/2024
518,7790161,50,Discount on meals,23,4/8/2023,10/21/2024
519,12978468,51,Discount on meals,32,10/30/2023,7/14/2024
520,1239725,179,Special Combo,13,7/7/2023,7/9/2024
521,4038888,136,Discount on meals,37,1/25/2023,9/10/2024
522,6753023,179,Happy Hour,20,12/20/2023,9/5/2024
523,527752,114,Buy 1 Get 1,45,4/20/2023,2/26/2024
524,5075988,23,Happy Hour,38,9/24/2023,6/10/2024
525,3723534,108,Happy Hour,18,7/25/2023,3/2/2024
526,17397573,33,Discount on meals,29,1/29/2023,1/1/2024
527,423885,70,Discount on meals,41,4/19/2023,2/18/2024
528,847476,46,Happy Hour,31,1/1/2023,11/4/2024
529,15167005,46,Special Combo,33,9/1/2023,5/19/2024
530,4919586,123,Special Combo,27,7/4/2023,4/24/2024
531,10323640,97,Discount on meals,39,5/29/2023,3/27/2024
532,13536610,77,Special Combo,35,1/14/2023,8/27/2024
533,4727909,189,Happy Hour,38,3/7/2023,6/9/2024
534,7200314,134,Buy 1 Get 1,21,1/5/2023,2/24/2024
535,1059213,67,Discount on meals,30,1/18/2023,6/23/2024
536,4124462,63,Happy Hour,43,2/8/2023,6/11/2024
537,534192,44,Special Combo,7,8/12/2023,9/19/2024
538,3652432,12,Happy Hour,41,10/21/2023,7/11/2024
539,3948198,58,Discount on meals,9,10/29/2023,2/26/2024
540,4821866,108,Buy 1 Get 1,7,7/5/2023,4/13/2024
541,819639,96,Happy Hour,46,11/19/2023,5/14/2024
542,4476894,85,Discount on meals,30,11/28/2023,6/16/2024
543,4731323,102,Buy 1 Get 1,13,7/29/2023,1/17/2024
544,4868355,178,Discount on meals,20,1/5/2023,11/9/2024
545,494359,68,Special Combo,38,1/2/2023,9/10/2024
546,1985946,141,Happy Hour,7,1/30/2023,7/30/2024
547,2096330,190,Buy 1 Get 1,21,3/10/2023,10/16/2024
548,528688,92,Special Combo,32,7/9/2023,3/13/2024
549,2659718,96,Special Combo,19,8/16/2023,2/9/2024
550,3793162,154,Discount on meals,17,7/20/2023,12/12/2024
551,494424,109,Special Combo,35,3/1/2023,9/20/2024
552,8782209,89,Discount on meals,33,2/25/2023,5/14/2024
553,16717903,141,Special Combo,44,9/20/2023,6/2/2024
554,14196354,35,Discount on meals,11,6/4/2023,6/27/2024
555,4572004,186,Buy 1 Get 1,45,12/9/2023,4/19/2024
556,423894,15,Happy Hour,20,1/9/2023,1/31/2024
557,13327167,41,Happy Hour,34,10/11/2023,11/6/2024
558,4722516,184,Happy Hour,37,1/14/2023,2/15/2024
559,3781420,177,Buy 1 Get 1,40,8/21/2023,12/12/2024
560,8097916,92,Buy 1 Get 1,11,9/20/2023,7/13/2024
561,5327176,117,Happy Hour,15,2/24/2023,6/8/2024
562,8305652,140,Buy 1 Get 1,15,8/11/2023,3/22/2024
563,12253819,153,Buy 1 Get 1,35,6/23/2023,1/23/2024
564,12233853,164,Special Combo,48,4/7/2023,1/19/2024
565,16882562,70,Buy 1 Get 1,15,8/11/2023,7/21/2024
566,866545,132,Special Combo,6,1/25/2023,8/27/2024
567,459355,46,Buy 1 Get 1,40,11/16/2023,10/31/2024
568,1902953,113,Discount on meals,21,12/7/2023,11/14/2024
569,5051360,18,Discount on meals,42,2/3/2023,6/14/2024
570,520564,193,Discount on meals,36,9/2/2023,9/3/2024
571,11925878,169,Discount on meals,41,10/21/2023,5/6/2024
572,3314690,93,Buy 1 Get 1,22,7/2/2023,10/7/2024
573,8114240,104,Special Combo,32,12/30/2023,10/26/2024
574,3786318,131,Discount on meals,25,7/23/2023,11/10/2024
575,4053664,10,Discount on meals,47,6/23/2023,11/3/2024
576,3774222,188,Buy 1 Get 1,35,6/1/2023,8/23/2024
577,4636004,167,Discount on meals,38,7/31/2023,8/30/2024
578,4275739,99,Special Combo,15,1/9/2023,7/6/2024
579,4826592,145,Happy Hour,45,3/2/2023,1/4/2024
580,12295544,38,Discount on meals,42,12/26/2023,5/10/2024
581,4114223,151,Buy 1 Get 1,19,1/30/2023,2/7/2024
582,7070938,104,Discount on meals,9,5/8/2023,3/28/2024
583,477497,33,Special Combo,9,11/25/2023,5/18/2024
584,12604382,70,Discount on meals,48,9/19/2023,12/20/2024
585,5990244,105,Discount on meals,24,9/10/2023,12/28/2024
586,5002599,51,Happy Hour,11,8/3/2023,7/1/2024
587,4616840,69,Special Combo,7,12/27/2023,3/3/2024
588,8493131,73,Special Combo,28,11/14/2023,4/26/2024
589,15813869,105,Buy 1 Get 1,27,9/12/2023,4/5/2024
590,521271,46,Special Combo,36,2/16/2023,6/25/2024
591,15695935,193,Special Combo,7,10/29/2023,5/29/2024
592,424303,167,Buy 1 Get 1,32,2/6/2023,8/6/2024
593,3160521,51,Discount on meals,32,9/30/2023,10/9/2024
594,424417,13,Special Combo,6,7/27/2023,9/24/2024
595,7800249,72,Special Combo,48,8/3/2023,9/12/2024
596,4823578,198,Happy Hour,38,2/11/2023,4/18/2024
597,3802752,188,Happy Hour,20,12/26/2023,5/11/2024
598,10027946,128,Special Combo,49,8/31/2023,4/30/2024
599,3734306,123,Buy 1 Get 1,5,6/20/2023,10/25/2024
600,3440890,104,Special Combo,19,9/25/2023,8/18/2024
601,2707995,163,Discount on meals,25,6/3/2023,7/22/2024
602,13075626,196,Happy Hour,24,8/4/2023,8/27/2024
603,5113024,159,Happy Hour,38,1/13/2023,11/29/2024
604,8534818,16,Discount on meals,30,1/2/2023,8/8/2024
605,15688130,88,Discount on meals,39,8/27/2023,1/12/2024
606,4729486,117,Special Combo,8,3/23/2023,9/7/2024
607,2519496,89,Buy 1 Get 1,41,4/14/2023,10/30/2024
608,13958055,39,Special Combo,9,4/23/2023,6/26/2024
609,15675490,184,Discount on meals,44,11/29/2023,11/8/2024
610,12513046,40,Buy 1 Get 1,7,2/24/2023,3/1/2024
611,4766716,59,Discount on meals,40,6/4/2023,8/6/2024
612,445210,76,Happy Hour,9,7/12/2023,8/31/2024
613,4341831,10,Special Combo,15,9/16/2023,2/2/2024
614,4819345,78,Happy Hour,15,9/12/2023,3/8/2024
615,15246977,199,Special Combo,13,11/10/2023,1/24/2024
616,423669,123,Special Combo,36,7/14/2023,8/30/2024
617,13430355,172,Special Combo,22,5/9/2023,12/14/2024
618,4920925,156,Special Combo,17,11/15/2023,5/29/2024
619,457843,93,Happy Hour,46,2/25/2023,5/25/2024
620,5107103,187,Discount on meals,12,9/27/2023,8/8/2024
621,9582937,22,Buy 1 Get 1,37,7/14/2023,4/27/2024
622,6017519,102,Discount on meals,15,6/26/2023,7/1/2024
623,10044518,182,Discount on meals,37,3/29/2023,6/28/2024
624,6592044,38,Discount on meals,26,9/5/2023,10/28/2024
625,4508823,153,Discount on meals,45,7/29/2023,1/16/2024
626,478294,117,Happy Hour,35,8/13/2023,8/7/2024
627,4800181,196,Happy Hour,30,1/25/2023,11/6/2024
628,1237617,26,Buy 1 Get 1,34,7/27/2023,7/16/2024
629,13008608,77,Special Combo,35,10/24/2023,5/3/2024
630,7035049,85,Buy 1 Get 1,14,9/10/2023,5/4/2024
631,9975809,113,Discount on meals,8,8/30/2023,10/14/2024
632,478811,77,Buy 1 Get 1,17,12/5/2023,3/7/2024
633,423706,20,Buy 1 Get 1,42,2/15/2023,1/14/2024
634,8803758,68,Buy 1 Get 1,29,9/12/2023,6/19/2024
635,4456280,157,Happy Hour,11,12/2/2023,10/30/2024
636,9702138,90,Discount on meals,25,8/8/2023,8/30/2024
637,1368208,184,Special Combo,12,10/17/2023,2/24/2024
638,424049,156,Buy 1 Get 1,47,10/16/2023,9/8/2024
639,3716754,53,Buy 1 Get 1,41,5/13/2023,3/29/2024
640,10748589,176,Discount on meals,7,5/2/2023,6/11/2024
641,2395321,52,Discount on meals,10,9/9/2023,7/21/2024
642,5884793,83,Special Combo,39,1/21/2023,11/24/2024
643,423768,139,Buy 1 Get 1,24,8/8/2023,4/6/2024
644,9872223,84,Buy 1 Get 1,14,9/15/2023,3/7/2024
645,12564010,159,Special Combo,7,5/4/2023,8/12/2024
646,4517670,113,Buy 1 Get 1,15,7/14/2023,12/23/2024
647,3876506,104,Happy Hour,43,8/10/2023,12/2/2024
648,5085892,102,Discount on meals,41,12/14/2023,12/2/2024
649,15032467,131,Special Combo,41,2/27/2023,6/24/2024
650,15165378,82,Discount on meals,12,11/11/2023,11/18/2024
651,10394796,87,Special Combo,28,8/13/2023,5/25/2024
652,3796205,102,Happy Hour,31,2/18/2023,1/31/2024
653,423520,27,Special Combo,16,5/25/2023,1/8/2024
654,5109730,194,Buy 1 Get 1,35,4/16/2023,9/9/2024
655,477302,131,Special Combo,24,2/2/2023,9/7/2024
656,4041217,21,Special Combo,12,4/19/2023,7/17/2024
657,1228516,85,Discount on meals,16,10/25/2023,5/4/2024
658,2464194,177,Special Combo,6,1/15/2023,6/30/2024
659,10539152,154,Happy Hour,21,11/18/2023,1/15/2024
660,15167781,44,Special Combo,13,1/12/2023,7/20/2024
661,17767689,132,Discount on meals,21,6/18/2023,9/28/2024
662,4688490,103,Special Combo,9,8/28/2023,1/5/2024
663,611412,176,Happy Hour,10,8/18/2023,1/14/2024
664,5032839,117,Buy 1 Get 1,43,7/27/2023,12/15/2024
665,425570,195,Discount on meals,6,10/20/2023,5/9/2024
666,2248394,123,Buy 1 Get 1,22,5/5/2023,5/11/2024
667,5002599,189,Buy 1 Get 1,5,5/1/2023,8/28/2024
668,11755176,70,Discount on meals,25,7/25/2023,5/13/2024
669,14802627,47,Discount on meals,14,8/16/2023,8/28/2024
670,820739,156,Discount on meals,49,7/10/2023,5/5/2024
671,12969189,63,Discount on meals,8,7/24/2023,12/27/2024
672,4456817,136,Happy Hour,9,3/1/2023,2/6/2024
673,8641618,19,Special Combo,27,2/16/2023,10/18/2024
674,472535,152,Special Combo,8,3/28/2023,6/25/2024
675,2560199,70,Special Combo,18,8/26/2023,11/27/2024
676,8800684,117,Discount on meals,32,7/5/2023,8/22/2024
677,1894637,108,Buy 1 Get 1,13,3/26/2023,5/11/2024
678,5796470,172,Discount on meals,28,2/2/2023,5/31/2024
679,12866997,142,Special Combo,33,10/19/2023,6/4/2024
680,4323011,29,Discount on meals,6,8/16/2023,7/19/2024
681,15169256,47,Buy 1 Get 1,22,10/5/2023,5/27/2024
682,14948206,137,Special Combo,12,4/13/2023,4/14/2024
683,10258295,127,Special Combo,10,11/30/2023,6/26/2024
684,13101826,151,Happy Hour,42,7/8/2023,7/14/2024
685,2658794,186,Special Combo,27,10/19/2023,5/14/2024
686,426154,61,Happy Hour,32,3/16/2023,4/1/2024
687,3386916,161,Buy 1 Get 1,5,5/21/2023,6/4/2024
688,423910,126,Discount on meals,48,3/2/2023,1/24/2024
689,4972657,58,Special Combo,10,7/24/2023,4/28/2024
690,5106124,129,Special Combo,18,3/26/2023,3/8/2024
691,15182874,139,Special Combo,44,2/14/2023,5/16/2024
692,12570350,168,Buy 1 Get 1,20,12/23/2023,11/27/2024
693,5561784,91,Buy 1 Get 1,31,3/19/2023,3/4/2024
694,1312393,183,Special Combo,31,10/17/2023,3/31/2024
695,13392950,104,Discount on meals,30,2/24/2023,3/27/2024
696,4721694,81,Discount on meals,42,3/5/2023,5/26/2024
697,13127237,83,Discount on meals,47,1/6/2023,3/15/2024
698,4278400,129,Buy 1 Get 1,32,10/7/2023,6/10/2024
699,4731574,136,Happy Hour,5,9/16/2023,4/17/2024
700,13344831,149,Happy Hour,7,2/27/2023,2/25/2024
701,3294494,187,Discount on meals,14,7/28/2023,12/10/2024
702,3484191,59,Buy 1 Get 1,29,1/27/2023,10/12/2024
703,423345,74,Discount on meals,47,5/11/2023,10/21/2024
704,3297827,158,Discount on meals,25,2/13/2023,7/21/2024
705,534662,116,Happy Hour,8,2/10/2023,7/5/2024
706,6211439,84,Happy Hour,45,4/14/2023,8/14/2024
707,17394721,33,Discount on meals,49,5/5/2023,7/9/2024
708,12100215,16,Buy 1 Get 1,38,2/28/2023,3/30/2024
709,4855585,185,Happy Hour,45,4/29/2023,4/4/2024
710,479337,86,Discount on meals,7,4/7/2023,1/13/2024
711,5058591,50,Special Combo,29,12/22/2023,11/13/2024
712,5098792,121,Special Combo,45,8/14/2023,10/9/2024
713,4114174,105,Special Combo,23,11/10/2023,10/5/2024
714,5075093,71,Buy 1 Get 1,27,10/15/2023,3/6/2024
715,13429017,38,Buy 1 Get 1,10,10/7/2023,8/1/2024
716,15684069,155,Discount on meals,5,12/25/2023,9/5/2024
717,3734927,33,Buy 1 Get 1,31,1/16/2023,7/9/2024
718,15164330,144,Buy 1 Get 1,20,7/10/2023,5/3/2024
719,11955890,147,Special Combo,24,5/22/2023,2/4/2024
720,10335309,70,Discount on meals,8,6/26/2023,1/14/2024
721,14090669,77,Happy Hour,9,8/27/2023,5/17/2024
722,3555796,115,Buy 1 Get 1,24,2/22/2023,8/12/2024
723,15162574,53,Discount on meals,13,4/27/2023,5/11/2024
724,6511392,49,Buy 1 Get 1,47,5/26/2023,5/29/2024
725,12060492,79,Happy Hour,5,1/17/2023,1/12/2024
726,9756932,61,Discount on meals,26,2/7/2023,10/21/2024
727,2086780,37,Happy Hour,10,2/5/2023,5/1/2024
728,14174435,26,Buy 1 Get 1,24,2/21/2023,7/26/2024
729,5040817,110,Buy 1 Get 1,12,4/12/2023,2/18/2024
730,15170896,166,Buy 1 Get 1,41,6/6/2023,6/21/2024
731,12031451,98,Discount on meals,34,6/27/2023,4/20/2024
732,2631048,55,Special Combo,20,9/9/2023,10/28/2024
733,4009815,79,Special Combo,34,11/9/2023,12/4/2024
734,425628,63,Happy Hour,18,2/17/2023,12/20/2024
735,7285417,13,Special Combo,40,11/30/2023,2/21/2024
736,12562851,57,Happy Hour,7,12/8/2023,11/8/2024
737,425506,175,Special Combo,43,6/13/2023,9/1/2024
738,3134968,76,Buy 1 Get 1,41,12/26/2023,7/25/2024
739,1367974,100,Happy Hour,42,4/29/2023,3/1/2024
740,1231212,24,Discount on meals,7,7/26/2023,5/22/2024
741,1596065,55,Discount on meals,16,11/23/2023,5/11/2024
742,5052458,23,Buy 1 Get 1,14,5/12/2023,12/9/2024
743,12979721,18,Happy Hour,33,3/18/2023,10/29/2024
744,942342,159,Buy 1 Get 1,33,1/20/2023,5/25/2024
745,6571897,44,Happy Hour,43,8/29/2023,8/6/2024
746,4475846,181,Discount on meals,28,10/15/2023,3/11/2024
747,14804113,69,Buy 1 Get 1,41,1/21/2023,2/19/2024
748,7195139,112,Buy 1 Get 1,40,9/29/2023,12/9/2024
749,599003,62,Buy 1 Get 1,13,6/3/2023,1/16/2024
750,14984967,53,Special Combo,15,7/10/2023,4/17/2024
751,611400,49,Discount on meals,13,1/30/2023,3/11/2024
752,4038802,127,Buy 1 Get 1,41,3/2/2023,9/11/2024
753,12354029,198,Happy Hour,38,12/24/2023,5/23/2024
754,15710909,73,Buy 1 Get 1,10,9/3/2023,5/9/2024
755,12334762,76,Special Combo,29,5/19/2023,8/23/2024
756,17274292,192,Happy Hour,18,10/24/2023,1/3/2024
757,1111620,197,Special Combo,33,12/26/2023,5/25/2024
758,477508,93,Special Combo,5,6/12/2023,5/12/2024
759,4400141,130,Special Combo,30,11/10/2023,12/18/2024
760,11907498,137,Happy Hour,44,5/10/2023,12/11/2024
761,13323234,142,Buy 1 Get 1,7,8/8/2023,8/10/2024
762,1021334,144,Special Combo,12,5/15/2023,4/27/2024
763,6534378,69,Special Combo,24,7/1/2023,1/18/2024
764,2022394,180,Happy Hour,25,3/23/2023,2/10/2024
765,12350356,13,Buy 1 Get 1,22,5/27/2023,6/6/2024
766,425781,156,Happy Hour,47,2/20/2023,2/8/2024
767,8864296,70,Special Combo,9,8/27/2023,4/20/2024
768,12564010,177,Special Combo,11,1/5/2023,9/26/2024
769,6580295,33,Special Combo,14,7/8/2023,6/24/2024
770,4278603,155,Special Combo,6,6/23/2023,6/9/2024
771,10860136,165,Discount on meals,13,8/6/2023,3/9/2024
772,10107390,42,Discount on meals,26,5/24/2023,7/6/2024
773,5866071,12,Discount on meals,19,4/28/2023,11/26/2024
774,858026,64,Buy 1 Get 1,36,5/3/2023,1/22/2024
775,12116909,63,Discount on meals,20,10/13/2023,2/17/2024
776,15272196,143,Happy Hour,46,9/21/2023,6/1/2024
777,14097902,181,Buy 1 Get 1,19,5/17/2023,4/26/2024
778,8454446,81,Happy Hour,20,12/11/2023,7/31/2024
779,424371,41,Buy 1 Get 1,38,3/29/2023,11/28/2024
780,10592700,104,Discount on meals,42,3/13/2023,9/21/2024
781,5058003,122,Buy 1 Get 1,35,5/23/2023,4/13/2024
782,15170534,108,Special Combo,34,3/28/2023,11/30/2024
783,8536919,147,Happy Hour,42,7/11/2023,7/13/2024
784,1984016,23,Happy Hour,26,7/8/2023,3/1/2024
785,4786890,99,Discount on meals,14,4/22/2023,11/25/2024
786,2361391,75,Special Combo,11,1/26/2023,7/27/2024
787,7236410,177,Discount on meals,39,12/25/2023,11/22/2024
788,789672,156,Discount on meals,15,1/31/2023,4/24/2024
789,6899762,87,Happy Hour,5,2/9/2023,10/8/2024
790,12831390,21,Happy Hour,46,2/22/2023,3/15/2024
791,3785793,22,Buy 1 Get 1,45,11/24/2023,10/7/2024
792,10168319,42,Buy 1 Get 1,36,3/27/2023,10/30/2024
793,2570348,111,Discount on meals,15,4/16/2023,1/21/2024
794,4341879,59,Discount on meals,6,2/14/2023,8/9/2024
795,2281666,81,Special Combo,38,6/22/2023,3/24/2024
796,457265,143,Special Combo,14,9/8/2023,8/15/2024
797,4279444,21,Special Combo,46,11/28/2023,4/1/2024
798,1892709,119,Special Combo,44,5/6/2023,11/22/2024
799,10275877,65,Happy Hour,41,2/17/2023,6/1/2024
800,5670986,95,Discount on meals,39,10/11/2023,3/9/2024
801,1020824,172,Special Combo,45,7/13/2023,12/15/2024
802,3838130,13,Special Combo,28,2/4/2023,6/8/2024
803,4257261,176,Discount on meals,8,10/13/2023,3/20/2024
804,5075210,44,Special Combo,42,3/2/2023,4/22/2024
805,3513127,29,Happy Hour,28,9/1/2023,9/13/2024
806,9788438,60,Buy 1 Get 1,47,4/24/2023,3/30/2024
807,4712556,124,Happy Hour,34,7/11/2023,2/13/2024
808,5086833,140,Buy 1 Get 1,19,12/6/2023,1/14/2024
809,823980,90,Buy 1 Get 1,41,6/1/2023,10/16/2024
810,10365117,119,Buy 1 Get 1,14,7/23/2023,10/2/2024
811,3536726,90,Discount on meals,23,11/2/2023,1/21/2024
812,458217,182,Special Combo,34,7/15/2023,1/16/2024
813,491091,189,Special Combo,14,7/14/2023,11/16/2024
814,11918933,182,Happy Hour,19,3/13/2023,6/3/2024
815,13323997,139,Happy Hour,35,5/1/2023,12/14/2024
816,1089746,80,Discount on meals,24,6/15/2023,11/4/2024
817,526406,24,Buy 1 Get 1,17,1/31/2023,10/19/2024
818,17371335,100,Buy 1 Get 1,25,10/26/2023,4/3/2024
819,2322485,85,Special Combo,9,6/23/2023,12/29/2024
820,1141222,46,Discount on meals,6,2/19/2023,6/15/2024
821,12184952,29,Special Combo,45,12/19/2023,2/3/2024
822,4206717,13,Buy 1 Get 1,29,2/3/2023,6/14/2024
823,6440013,83,Discount on meals,26,11/30/2023,7/2/2024
824,10683605,72,Discount on meals,5,8/5/2023,7/23/2024
825,13203813,44,Special Combo,9,3/21/2023,9/22/2024
826,10825685,194,Happy Hour,5,10/24/2023,9/4/2024
827,9459631,141,Buy 1 Get 1,27,9/20/2023,12/12/2024
828,14155040,86,Happy Hour,11,2/10/2023,10/26/2024
829,927282,108,Happy Hour,11,9/23/2023,4/13/2024
830,3377784,139,Happy Hour,25,5/7/2023,10/12/2024
831,939753,109,Discount on meals,35,10/24/2023,2/13/2024
832,15331761,46,Discount on meals,6,4/18/2023,12/29/2024
833,524875,56,Happy Hour,16,2/27/2023,3/10/2024
834,14199791,15,Buy 1 Get 1,47,3/26/2023,5/26/2024
835,11905782,26,Happy Hour,13,3/11/2023,7/4/2024
836,533077,72,Discount on meals,24,12/5/2023,8/21/2024
837,14044503,195,Special Combo,16,3/20/2023,12/3/2024
838,1862362,42,Buy 1 Get 1,12,9/12/2023,8/29/2024
839,7086001,141,Buy 1 Get 1,27,9/13/2023,1/20/2024
840,423631,12,Special Combo,12,12/11/2023,5/3/2024
841,1749839,168,Happy Hour,26,11/19/2023,10/12/2024
842,2342450,161,Special Combo,8,8/16/2023,12/23/2024
843,15091770,169,Special Combo,28,12/15/2023,5/4/2024
844,2446727,192,Special Combo,13,10/22/2023,4/11/2024
845,425624,22,Buy 1 Get 1,13,10/28/2023,5/3/2024
846,3294494,35,Discount on meals,16,4/30/2023,4/28/2024
847,16853886,42,Special Combo,32,2/24/2023,12/9/2024
848,15289480,148,Discount on meals,35,7/27/2023,5/19/2024
849,14175512,165,Special Combo,44,5/18/2023,6/28/2024
850,1982925,116,Discount on meals,36,2/27/2023,2/4/2024
851,423583,133,Buy 1 Get 1,26,4/20/2023,6/25/2024
852,4583307,50,Happy Hour,39,2/21/2023,1/31/2024
853,5049499,188,Special Combo,39,12/24/2023,6/26/2024
854,4732765,40,Buy 1 Get 1,29,6/18/2023,11/24/2024
855,2136946,122,Discount on meals,36,2/21/2023,7/4/2024
856,457900,110,Happy Hour,24,6/24/2023,5/22/2024
857,12156880,53,Happy Hour,16,1/12/2023,12/25/2024
858,8809164,51,Discount on meals,31,9/13/2023,8/13/2024
859,12805512,36,Special Combo,12,9/4/2023,9/27/2024
860,927143,111,Special Combo,13,2/21/2023,6/24/2024
861,1791266,129,Buy 1 Get 1,48,5/14/2023,10/15/2024
862,2629459,92,Happy Hour,42,9/28/2023,11/11/2024
863,13843097,15,Discount on meals,6,10/16/2023,7/18/2024
